id,domain,set,en_hash,en,zh,status,waived_reason,source_file
cards_effect:RoV:Reality Sculptor,cards_effect,RoV,0f121936ea92,Reality Sculptor,复制效果的 英雄打出过本回合以 费用 3符文或更低.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RoV:Righteous Templar,cards_effect,RoV,7e9dc0efdac9,Righteous Templar,击败一个怪物费用为4战力或更低无需支付费用.\r\nENERGIZE 3E: 改为， 击败任意怪物无需支付费用.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RoV:Runic Honiskrot,cards_effect,RoV,cf6f8efbec18,Runic Honiskrot,获得2符文.\r\nENERGIZE 3E: 获得2战力.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RoV:Serpent Siren,cards_effect,RoV,15231596fb31,Serpent Siren,奖励： 获得1荣誉.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RoV:Skyrocket Drone,cards_effect,RoV,16b2b07b0110,Skyrocket Drone,获得1符文和 额外的 1符文若 你控制的神器.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RoV:Spirit Merchant,cards_effect,RoV,4ec23dcdef18,Spirit Merchant,"天命： 当此牌进入中央牌列时, 以每个宝藏其下此,",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RoV:Starcaller Leotan,cards_effect,RoV,55e4e38830af,Starcaller Leotan,获得4荣誉.\r\n充能： 获得额外的 1荣誉以 每个 1E你拥有已获得本回合.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RoV:Tablet of the Dreamer,cards_effect,RoV,75d43e2d01cd,Tablet of the Dreamer,"ENERGIZE 4E: 一次本回合, 获取或 击败任意卡牌在中央牌列无需支付费用.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RoV:Temporal Eye,cards_effect,RoV,b820761c1353,Temporal Eye,"当此牌进入战场时, 抽一张牌.\r\n你可以放逐此牌和 另一时光之眼你控制的以 拿取额外回合.",draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:RoV:Terrus, Paragon of Strife",cards_effect,RoV,3f7a5e3081bb,"Terrus, Paragon of Strife",奖励： 获得5荣誉. 每位对手弃掉随机卡牌从其手牌. 你可以选择卡牌已弃掉以此方式和 将它放置在你的手牌中.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RoV:Tome of Erabus,cards_effect,RoV,745ec639b143,Tome of Erabus,每回合一次，获得1E.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RoV:Treasure Hunter,cards_effect,RoV,87962bc7b599,Treasure Hunter,获得2战力.\r\n你可以支付 1战力更低下次你击败一个怪物以 宝藏其下它 本回合.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RoV:Truth Seeker,cards_effect,RoV,e6ff9eab82ec,Truth Seeker,"抽一张牌. 你可以放逐一张卡牌在中央牌列. 若下一卡牌以 进入中央牌列为 宝藏, 获取它.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RoV:Twisted Tyrant,cards_effect,RoV,748860c42ed7,Twisted Tyrant,奖励： 获得6荣誉.\r\nENERGIZE 3E: 抽三张牌.,draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:RoV:Ulu, Askara Prince",cards_effect,RoV,e008ca9293a7,"Ulu, Askara Prince",复制本回合打出的一张英雄的效果。 此效果不能是 被复制.\r\nENERGIZE 2E: 复制所选效果额外的次.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RoV:Vault Sphinx,cards_effect,RoV,7d2b2babf81f,Vault Sphinx,奖励： 获得2荣誉.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RoV:Voidfeeder,cards_effect,RoV,6583d7830595,Voidfeeder,"每回合一次，获得1战力.\r\nENERGIZE 2E: 一次本回合, 你可以放逐一张卡牌在你的手牌或弃牌堆.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RoV:Wildcall Staff,cards_effect,RoV,64996f800b46,Wildcall Staff,每回合一次，你支付 2符文更低以 获取卡牌以 宝藏其下它.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RoV:Zeta Arsenal,cards_effect,RoV,1d9b379c2311,Zeta Arsenal,"ENERGIZE 3E: 一次本回合, 获得1战力以 每个机械神器你控制的.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Adayu the Omnipotent,cards_effect,RotF,8addcaf31864,Adayu the Omnipotent,获取或 击败任意卡牌在中央牌列. (你无需支付符文或 战力).,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Arbiter of Fate,cards_effect,RotF,74ccfe1250a9,Arbiter of Fate,"天命： 当此牌进入中央牌列时, 每位玩家可以放逐一张卡牌从其手牌或 弃牌堆.\r\n抽一张牌. 你可以放逐一张卡牌在你的手牌或弃牌堆.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Arha Sensei,cards_effect,RotF,c66bd0f57e3a,Arha Sensei,放逐一张卡牌在你的手牌中. 若你如此做，获取秘教士或 重装步兵. 加入它以 你的手牌.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Askara of Fate,cards_effect,RotF,dd41acb11a05,Askara of Fate,"天命： 当此牌进入中央牌列时, 每位玩家可以抽一张牌.\r\n抽两张牌. 每位其他玩家可以抽一张牌. 然后你可以放逐一张卡牌在中央牌列.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Battery Monk,cards_effect,RotF,bd8e2a34ade6,Battery Monk,你可以支付 1符文更低下次你获取神器本回合. 抽一张牌.,draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:RotF:Bazu, Duke of Scorn",cards_effect,RotF,c742526922de,"Bazu, Duke of Scorn",奖励：获得4荣誉. 每位对手要么弃掉卡牌以 每个神器其控制的要么放置所有神器s置入其弃牌堆.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Black Hole,cards_effect,RotF,b5e13d6534b8,Black Hole,每回合一次，你可以放逐一张卡牌在你的手牌中. 若你如此做，获得1战力.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Black Watch Elite,cards_effect,RotF,160516a435c0,Black Watch Elite,获得3战力. 你可以放逐一张卡牌在你的手牌或弃牌堆.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Combustion Idol,cards_effect,RotF,9b7fc506580c,Combustion Idol,每回合一次，你可以抽一张牌若 你控制的三 或更高机械神器.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Dandelion Witch,cards_effect,RotF,3075d8491b85,Dandelion Witch,抽一张牌. 获得1荣誉以 每个命约英雄你 打出或 拥有打出过本回合 (包括此牌一).,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Deathseeker,cards_effect,RotF,ce1a76673126,Deathseeker,"获得2战力. 若此 为被放逐从你的手牌或 弃牌堆, 获得3荣誉.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Dhartha's Retreat,cards_effect,RotF,09ca00cca879,Dhartha's Retreat,"若你如此做，不获取或 击败卡牌在 你的回合, 你可以抽两 额外的卡牌在 结束时你的回合.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Dimension Diver,cards_effect,RotF,1f5ba741322a,Dimension Diver,获得2符文. 你可以将所有神器s作为机械神器本回合.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Doom Weeper,cards_effect,RotF,1d2ed02cdee2,Doom Weeper,奖励：获得2荣誉. 获得2符文.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Eternal Askara,cards_effect,RotF,45cc2bb6a907,Eternal Askara,"放逐一张卡牌在中央牌列. 若你 放逐怪物以此方式, 获得3荣誉.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Fire Tyrant,cards_effect,RotF,3b329df7eb8c,Fire Tyrant,奖励：获得6荣誉. 每位对手须弃掉卡牌.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Great-Omen Raven,cards_effect,RotF,5cdcbfd88e66,Great-Omen Raven,"命名卡牌. 展示你牌库顶的卡牌和 将它放置置入你的手牌. 若它 为被命名为卡牌, 获得3荣誉.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Guardian of Sadranis,cards_effect,RotF,b87af0ac6920,Guardian of Sadranis,"获得1战力. 下次你击败一个怪物在中央牌列或 虚空区本回合, 获得2荣誉.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Hectic Scribe,cards_effect,RotF,42a2fc4f1d2a,Hectic Scribe,"抽两张牌, 然后弃掉两 卡牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Lunar Stag,cards_effect,RotF,d222fda8c040,Lunar Stag,获得2符文或 2荣誉.,draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:RotF:Nairi, Henge Queen",cards_effect,RotF,ad0ac34e59d9,"Nairi, Henge Queen",获得5荣誉.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Project Alpha,cards_effect,RotF,79d7f768d30b,Project Alpha,每回合一次，你可以获取一个英雄或 神器以 费用低于或 相等以 数量为机械神器你控制的.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Ravenous Gorph,cards_effect,RotF,124fda6b336e,Ravenous Gorph,"天命： 当此牌进入中央牌列时, 放逐所有卡牌相邻以 它.\r\n奖励：获得3荣誉. 你可以放逐一张卡牌该 曾是相邻以 此.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Reclamax,cards_effect,RotF,aad5e55650e7,Reclamax,"天命： 当此牌进入中央牌列时, 每位玩家可以选择神器在 其弃牌堆和 将它放置在其手牌中.",draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:RotF:Sadranis, Dark Emissary",cards_effect,RotF,5cee1ffeac69,"Sadranis, Dark Emissary",获得3战力. 你可以击败一个怪物从虚空区被 支付其 战力费用. 将它放置置于其底： 传送门牌库.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Samael the Fallen,cards_effect,RotF,b361828f711d,Samael the Fallen,不可放逐。,reviewed,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Serpentcall,cards_effect,RotF,5870b07ad9eb,Serpentcall,每回合一次，获得2符文.\r\n每回合一次，你可以获取hero从虚空区被 支付其 符文费用.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Socket Altar,cards_effect,RotF,4c89abd136ed,Socket Altar,"每回合一次，当你 放置机械神器进入战场 (包括此牌一), 获得2符文.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Sordid Asp,cards_effect,RotF,2a6bbfb7c0ff,Sordid Asp,"奖励：获得1荣誉, 然后偷取 2荣誉从 对手以 最多的荣誉若 其拥有超过你.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Stone Circle,cards_effect,RotF,61aa3549225d,Stone Circle,"天命： 当此牌进入中央牌列时, 每位玩家可以获取秘教士. 将它放置在 顶部的 其牌库.\r\n每回合一次，当你 获取一个英雄, 你可以将它放置放到你的牌库顶.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:RotF:Vaultbreaker Wurm,cards_effect,RotF,53697938dd82,Vaultbreaker Wurm,奖励：获得4荣誉. 每位其他玩家须弃掉其 最高费用神器. (他们选择在 情况的 平局).,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Abolisher,cards_effect,SoS,4c2ed26c7af7,Abolisher,"获得1符文. 你可以放逐一张卡牌在 你手牌; 若你 做, 获得额外的 1符文.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Aiyana's Messenger,cards_effect,SoS,8bb412c27721,Aiyana's Messenger,获得1符文. 你可以支付 1 更低符文下次你获取英雄本回合.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Arha Rising,cards_effect,SoS,f533f257ded6,Arha Rising,"每回合一次，当玩家弃掉任意数量的 卡牌, 他们可以返回一 的它们以 其手牌.\r\nEVENT战利品： 抽一张牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Autobuilder 5.0,cards_effect,SoS,642ec37db150,Autobuilder 5.0,你可以摧毁此 以支付 2符文更低下次你获取机械神器本回合.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Avatar of Aiyana,cards_effect,SoS,f1b959dba65f,Avatar of Aiyana,"获得2符文.\r\n此回合, 你可以获取英雄在中央牌列被 支付符文相等以 其荣誉而非支付其 符文费用.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Brazer Drone,cards_effect,SoS,44e0f52d656c,Brazer Drone,获得1符文. 你可以返回神器从 你的弃牌堆以 你的手牌.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Canopic Jar,cards_effect,SoS,ae7667fecad0,Canopic Jar,"每回合一次，获得1战力.\r\n每回合一次，当你 击败一个怪物在中央牌列, 获得1符文.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Cog Maw,cards_effect,SoS,373f2bb46d76,Cog Maw,"每回合一次，你可以摧毁机械神器你控制的以 获得1符文.\r\n若当前事件为 机械, 获得额外的 1符文.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Dream Machine,cards_effect,SoS,20f2c2a28f6c,Dream Machine,"天命： 当梦 机器进入中央牌列, 每位玩家可以返回神器其控制的以 其手牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Dreamer's Glass,cards_effect,SoS,c6cd3f46298a,Dreamer's Glass,"每回合一次，你可以放置卡牌从你的手牌其下此 面朝上.\r\n若你如此做，抽一张牌.\r\n当梦者琉璃离开打出或 游戏结束, 放置所有卡牌其下它 置入你的弃牌堆.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Elder Skeptic,cards_effect,SoS,1e5b59d8f6f6,Elder Skeptic,"抽 2 卡牌. 然后, 弃掉卡牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Elemental Adept,cards_effect,SoS,966f1bd81a46,Elemental Adept,"抽一张牌.\r\n若当前事件为 启迪, 抽额外的 1 卡牌.\r\n你可以放逐一张卡牌在中央牌列.",draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:SoS:Emri, Soulslayer",cards_effect,SoS,6beead03431c,"Emri, Soulslayer",天命： 每位玩家可以放逐 2 卡牌从其手牌和/或弃牌堆.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Everbloom,cards_effect,SoS,7bfbd13cf59c,Everbloom,每回合一次，获得1 荣誉.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Eye of Destiny,cards_effect,SoS,f529aa34eb78,Eye of Destiny,"每回合一次，当你 获取一个英雄, 你可以将它放置置入你的手牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Fanatic SoS,cards_effect,SoS,906163f7d1a1,Fanatic SoS,奖励：获得2荣誉。,reviewed,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Fettered Soul,cards_effect,SoS,df434f8fda96,Fettered Soul,奖励：获得2荣誉. 你可以放逐一张卡牌在中央牌列.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Granger,cards_effect,SoS,f2403472ae82,Granger,获得1符文和 1荣誉. 联合： 获得1符文和 1荣誉.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Grease Monk,cards_effect,SoS,aab156765518,Grease Monk,获得1符文. 你可以支付 1 符文更低下次你获取神器本回合.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Hedron Rising,cards_effect,SoS,7c62f653e8fd,Hedron Rising,"万民神器s为也 机械神器.\r\nEVENT战利品： 当神器你控制的会 是摧毁ed, 你可以防止它 从被 摧毁ed.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Hoarding Tyrant,cards_effect,SoS,c8366d0ed5d0,Hoarding Tyrant,奖励：4荣誉. 战利品： 获得2符文.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Hoarding Whelp,cards_effect,SoS,c45c44486809,Hoarding Whelp,奖励：2荣誉. 战利品： 获得1战力.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Honey Siren,cards_effect,SoS,4eb7a94c544a,Honey Siren,"天命： 当蜜 海妖进入中央牌列, 每位玩家可以放置英雄从 其弃牌堆在 顶部的 其牌库.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Lionheart,cards_effect,SoS,694c2fef9825,Lionheart,获得3荣誉. 联合： 抽一张牌.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Minotaur,cards_effect,SoS,25ea2b23d54b,Minotaur,奖励：3荣誉. 战利品： 抽 1 卡牌.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Nemesis,cards_effect,SoS,c10c9355d232,Nemesis,天命： 放逐当前事件.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Nihilmancer,cards_effect,SoS,dd3314a7e79d,Nihilmancer,"获得2战力. 你可以放逐一张卡牌在 你手牌; 若你 做, 获得额外的 1战力.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Nook Hound,cards_effect,SoS,e39e0ff5d447,Nook Hound,"天命： 当此牌进入中央牌列时, 每位玩家可以查看牌库顶卡牌的 其牌库. 他们可以将它放置置入其弃牌堆.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Noxious Soul,cards_effect,SoS,2dd4a0550813,Noxious Soul,奖励：4荣誉. 每位对手须弃掉卡牌随机从其手牌.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Ogo Rising,cards_effect,SoS,b4271db9b897,Ogo Rising,首先英雄打出过本回合为 也命约英雄.\r\n EVENT战利品： 获得1符文.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:P.R.I.M.E.,cards_effect,SoS,f4b6443247ad,P.R.I.M.E.,"获得3符文或 获取神器在中央牌列.\r\n当你 打出机械神器, 你可以返回P.R.I.M.E. 从你的弃牌堆以 你的手牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Penumbral Edge,cards_effect,SoS,193843feb5cd,Penumbral Edge,每回合一次，获得2战力. 获得额外的 2战力若 你控制的暗影刃锋.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Personal Wormhole,cards_effect,SoS,d6a5d549f1f7,Personal Wormhole,"每回合一次，当你 打出机械神器 (包括此牌一), 你可以放逐一张卡牌在你的手牌或弃牌堆.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Polaris Demon,cards_effect,SoS,7c44a8b0fb78,Polaris Demon,奖励：5荣誉. 选择一项：\r\n摧毁所有偶数费用神器s对手控制OR摧毁所有奇数费用神器s对手控制.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Prodigal,cards_effect,SoS,583c4101280e,Prodigal,击败一个怪物以P3 或更低.,draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:SoS:Raj, Psionic Master",cards_effect,SoS,e9239a87b1df,"Raj, Psionic Master",放逐一个英雄从你的手牌.\r\n若你如此做，获取一个英雄以 荣誉至多两 超过该 的被放逐卡牌和 将它放置置入你的手牌.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Rise of the Cult,cards_effect,SoS,356185cffce3,Rise of the Cult,邪教徒和 狂信者拥有+1战力和 其奖励拥有+1战力.\r\nEVENT战利品： 获得1荣誉.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Scrap Flinger,cards_effect,SoS,2807d25d12e7,Scrap Flinger,获得2战力. 你可以摧毁一个神器你控制的. 若你如此做，获得额外的 2战力.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Shadowcaster,cards_effect,SoS,2ee35f421974,Shadowcaster,"抽一张牌.\r\n你可以放逐一张卡牌从你的手牌; 若你 做, 你可以抽额外的 1 卡牌.\r\n若当前事件为 虚空, 你可以放逐一张卡牌在你的弃牌堆.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Snake Shaman,cards_effect,SoS,92d8407cd6fc,Snake Shaman,"获得1符文. 若当前事件为 生命, 获得额外的 1符文.\r\n一次本回合, 你可以花费至多 4符文以 获得该等量的荣誉.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Soul Assassin,cards_effect,SoS,a436ccbe0bf6,Soul Assassin,"获得2战力. 下次你击败一个怪物在中央牌列, 获得2符文.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Starchild,cards_effect,SoS,eafcfb8283b0,Starchild,"获得1符文和 1荣誉. 然后, 抽一张牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Synchronizer,cards_effect,SoS,d4c822abc642,Synchronizer,"每回合一次，当你 打出机械神器 (包括此牌一), 获得1符文.",draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:SoS:Syril, Runic Alpha",cards_effect,SoS,0a64067afb50,"Syril, Runic Alpha",获得3符文. 联合： 获得3战力.,draft,,loc/zh-Hans/lua_cards.csv
"cards_effect:SoS:Tarik, the Trickster",cards_effect,SoS,02b1f6d350be,"Tarik, the Trickster",奖励：5荣誉. 你可以选择英雄在中央牌列和 复制其效果.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Tower Askara,cards_effect,SoS,4124206a6435,Tower Askara,"抽 3 卡牌. 然后, 弃掉 2 卡牌或 启迪卡牌.",draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Treasures of the Study,cards_effect,SoS,55b79cd084f5,Treasures of the Study,每回合一次，你可以弃掉 2 卡牌. 若你如此做，获得3荣誉.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Umbral Edge,cards_effect,SoS,df3894ef3942,Umbral Edge,每回合一次，获得2战力. 获得额外的 2战力若 你控制的半影刃锋.,draft,,loc/zh-Hans/lua_cards.csv
cards_effect:SoS:Unchained Fates,cards_effect,SoS,cb7a9170f416,Unchained Fates,奖励：5荣誉. 战利品： 抽 2 卡牌.,draft,,loc/zh-Hans/lua_cards.csv
